,strike,spot,sprice,eprice,endethprice,difethprice,intvalue,buyerprofit,lpprofitwopp,extprem,ethprofit,intpos,trueprofit,sdate,edate
26,175.0,187.81,32.934608611128255,39.72999999999999,214.73,26.919999999999987,12.810000000000002,6.795391388871735,-6.795391388871735,20.124608611128252,53.839999999999975,12.810000000000002,20.124608611128252,2020-04-18,2020-05-18
27,180.0,187.81,30.113974193185868,34.72999999999999,214.73,26.919999999999987,7.810000000000002,4.616025806814122,-4.616025806814122,22.303974193185866,53.839999999999975,7.810000000000002,22.303974193185866,2020-04-18,2020-05-18
28,185.0,187.81,27.47331451721864,29.72999999999999,214.73,26.919999999999987,2.8100000000000023,2.25668548278135,-2.25668548278135,24.663314517218637,53.839999999999975,2.8100000000000023,24.663314517218637,2020-04-18,2020-05-18
29,190.0,187.81,25.010208283669513,24.72999999999999,214.73,26.919999999999987,0.0,-0.28020828366952344,0.28020828366952344,25.010208283669513,53.839999999999975,0.0,27.200208283669497,2020-04-18,2020-05-18
30,195.0,187.81,22.72079688087463,19.72999999999999,214.73,26.919999999999987,0.0,-2.9907968808746404,2.9907968808746404,22.72079688087463,53.839999999999975,0.0,29.910796880874614,2020-04-18,2020-05-18
31,200.0,187.81,20.599991213728728,14.72999999999999,214.73,26.919999999999987,0.0,-5.869991213728738,5.869991213728738,20.599991213728728,53.839999999999975,0.0,32.78999121372874,2020-04-18,2020-05-18
32,205.0,187.81,18.6416828759141,9.72999999999999,214.73,26.919999999999987,0.0,-8.91168287591411,8.91168287591411,18.6416828759141,53.839999999999975,0.0,35.83168287591411,2020-04-18,2020-05-18
33,210.0,187.81,16.838951639768567,4.72999999999999,214.73,26.919999999999987,0.0,-12.108951639768577,12.108951639768577,16.838951639768567,53.839999999999975,0.0,39.028951639768565,2020-04-18,2020-05-18
34,215.0,187.81,15.184263022093546,0.0,214.73,26.919999999999987,0.0,-15.184263022093546,15.184263022093546,15.184263022093546,53.839999999999975,0.0,15.184263022093546,2020-04-18,2020-05-18
35,220.0,187.81,13.669651369260656,0.0,214.73,26.919999999999987,0.0,-13.669651369260656,13.669651369260656,13.669651369260656,53.839999999999975,0.0,13.669651369260656,2020-04-18,2020-05-18
36,225.0,187.81,12.286885417597489,0.0,214.73,26.919999999999987,0.0,-12.286885417597489,12.286885417597489,12.286885417597489,53.839999999999975,0.0,12.286885417597489,2020-04-18,2020-05-18
37,230.0,187.81,11.027614584766056,0.0,214.73,26.919999999999987,0.0,-11.027614584766056,11.027614584766056,11.027614584766056,53.839999999999975,0.0,11.027614584766056,2020-04-18,2020-05-18
38,235.0,187.81,9.883495319703854,0.0,214.73,26.919999999999987,0.0,-9.883495319703854,9.883495319703854,9.883495319703854,53.839999999999975,0.0,9.883495319703854,2020-04-18,2020-05-18
39,240.0,187.81,8.84629768618015,0.0,214.73,26.919999999999987,0.0,-8.84629768618015,8.84629768618015,8.84629768618015,53.839999999999975,0.0,8.84629768618015,2020-04-18,2020-05-18
40,245.0,187.81,7.907992994071897,0.0,214.73,26.919999999999987,0.0,-7.907992994071897,7.907992994071897,7.907992994071897,53.839999999999975,0.0,7.907992994071897,2020-04-18,2020-05-18
41,250.0,187.81,7.060823746495075,0.0,214.73,26.919999999999987,0.0,-7.060823746495075,7.060823746495075,7.060823746495075,53.839999999999975,0.0,7.060823746495075,2020-04-18,2020-05-18
42,255.0,187.81,6.297357466967071,0.0,214.73,26.919999999999987,0.0,-6.297357466967071,6.297357466967071,6.297357466967071,53.839999999999975,0.0,6.297357466967071,2020-04-18,2020-05-18
43,260.0,187.81,5.610526136655174,0.0,214.73,26.919999999999987,0.0,-5.610526136655174,5.610526136655174,5.610526136655174,53.839999999999975,0.0,5.610526136655174,2020-04-18,2020-05-18
44,265.0,187.81,4.993653034175441,0.0,214.73,26.919999999999987,0.0,-4.993653034175441,4.993653034175441,4.993653034175441,53.839999999999975,0.0,4.993653034175441,2020-04-18,2020-05-18
45,270.0,187.81,4.440468753689331,0.0,214.73,26.919999999999987,0.0,-4.440468753689331,4.440468753689331,4.440468753689331,53.839999999999975,0.0,4.440468753689331,2020-04-18,2020-05-18
46,275.0,187.81,3.94511810251716,0.0,214.73,26.919999999999987,0.0,-3.94511810251716,3.94511810251716,3.94511810251716,53.839999999999975,0.0,3.94511810251716,2020-04-18,2020-05-18
47,280.0,187.81,3.502159465203089,0.0,214.73,26.919999999999987,0.0,-3.502159465203089,3.502159465203089,3.502159465203089,53.839999999999975,0.0,3.502159465203089,2020-04-18,2020-05-18
48,285.0,187.81,3.1065580817230263,0.0,214.73,26.919999999999987,0.0,-3.1065580817230263,3.1065580817230263,3.1065580817230263,53.839999999999975,0.0,3.1065580817230263,2020-04-18,2020-05-18
49,290.0,187.81,2.753674535100128,0.0,214.73,26.919999999999987,0.0,-2.753674535100128,2.753674535100128,2.753674535100128,53.839999999999975,0.0,2.753674535100128,2020-04-18,2020-05-18
50,295.0,187.81,2.4392495871366506,0.0,214.73,26.919999999999987,0.0,-2.4392495871366506,2.4392495871366506,2.4392495871366506,53.839999999999975,0.0,2.4392495871366506,2020-04-18,2020-05-18
51,300.0,187.81,2.159386346996463,0.0,214.73,26.919999999999987,0.0,-2.159386346996463,2.159386346996463,2.159386346996463,53.839999999999975,0.0,2.159386346996463,2020-04-18,2020-05-18
52,305.0,187.81,1.9105306107259068,0.0,214.73,26.919999999999987,0.0,-1.9105306107259068,1.9105306107259068,1.9105306107259068,53.839999999999975,0.0,1.9105306107259068,2020-04-18,2020-05-18
53,310.0,187.81,1.6894500736198736,0.0,214.73,26.919999999999987,0.0,-1.6894500736198736,1.6894500736198736,1.6894500736198736,53.839999999999975,0.0,1.6894500736198736,2020-04-18,2020-05-18
54,315.0,187.81,1.493212993496618,0.0,214.73,26.919999999999987,0.0,-1.493212993496618,1.493212993496618,1.493212993496618,53.839999999999975,0.0,1.493212993496618,2020-04-18,2020-05-18
55,320.0,187.81,1.3191667723234968,0.0,214.73,26.919999999999987,0.0,-1.3191667723234968,1.3191667723234968,1.3191667723234968,53.839999999999975,0.0,1.3191667723234968,2020-04-18,2020-05-18
56,325.0,187.81,1.1649168263958263,0.0,214.73,26.919999999999987,0.0,-1.1649168263958263,1.1649168263958263,1.1649168263958263,53.839999999999975,0.0,1.1649168263958263,2020-04-18,2020-05-18
57,330.0,187.81,1.0283060310376992,0.0,214.73,26.919999999999987,0.0,-1.0283060310376992,1.0283060310376992,1.0283060310376992,53.839999999999975,0.0,1.0283060310376992,2020-04-18,2020-05-18
58,335.0,187.81,0.9073949538424024,0.0,214.73,26.919999999999987,0.0,-0.9073949538424024,0.9073949538424024,0.9073949538424024,53.839999999999975,0.0,0.9073949538424024,2020-04-18,2020-05-18
