,sdate,edate,strike,spot,soptprice,eoptprice,endethprice,buyerprofit,oppcost,truelpprofit
0,2020-09-05,2020-09-12,50.0,335.24,285.9256661502086,337.88,387.88,51.9543338497914,52.639999999999986,0.6856661502085899
1,2020-09-05,2020-09-12,60.0,335.24,276.06279938025034,327.88,387.88,51.817200619749656,52.639999999999986,0.8227993802503306
2,2020-09-05,2020-09-12,70.0,335.24,266.1999326102921,317.88,387.88,51.680067389707915,52.639999999999986,0.9599326102920713
3,2020-09-05,2020-09-12,80.0,335.24,256.3370658403338,307.88,387.88,51.542934159666174,52.639999999999986,1.097065840333812
4,2020-09-05,2020-09-12,90.0,335.24,246.4741990703755,297.88,387.88,51.40580092962449,52.639999999999986,1.234199070375496
5,2020-09-05,2020-09-12,100.0,335.24,236.61133230041725,287.88,387.88,51.26866769958275,52.639999999999986,1.3713323004172366
6,2020-09-05,2020-09-12,110.0,335.24,226.748465530459,277.88,387.88,51.13153446954101,52.639999999999986,1.5084655304589774
7,2020-09-05,2020-09-12,120.0,335.24,216.88559876050095,267.88,387.88,50.99440123949904,52.639999999999986,1.6455987605009454
8,2020-09-05,2020-09-12,130.0,335.24,207.02273199055986,257.88,387.88,50.85726800944013,52.639999999999986,1.7827319905598529
9,2020-09-05,2020-09-12,140.0,335.24,197.15986522125218,247.88,387.88,50.72013477874782,52.639999999999986,1.9198652212521665
10,2020-09-05,2020-09-12,150.0,335.24,187.2969984662953,237.88,387.88,50.5830015337047,52.639999999999986,2.0569984662952834
11,2020-09-05,2020-09-12,160.0,335.24,177.43413192434446,227.88,387.88,50.44586807565554,52.639999999999986,2.194131924344447
12,2020-09-05,2020-09-12,170.0,335.24,167.57126758735993,217.88,387.88,50.30873241264007,52.639999999999986,2.3312675873599176
13,2020-09-05,2020-09-12,180.0,335.24,157.70841999723194,207.88,387.88,50.17158000276805,52.639999999999986,2.4684199972319334
14,2020-09-05,2020-09-12,190.0,335.24,147.8456697006897,197.88,387.88,50.034330299310284,52.639999999999986,2.6056697006897025
15,2020-09-05,2020-09-12,200.0,335.24,137.9833670017764,187.88,387.88,49.896632998223595,52.639999999999986,2.7433670017763916
16,2020-09-05,2020-09-12,210.0,335.24,128.12274290675717,177.88,387.88,49.75725709324283,52.639999999999986,2.8827429067571586
17,2020-09-05,2020-09-12,220.0,335.24,118.2673779991658,167.88,387.88,49.61262200083419,52.639999999999986,3.027377999165793
18,2020-09-05,2020-09-12,230.0,335.24,108.42606925110405,157.88,387.88,49.45393074889594,52.639999999999986,3.186069251104044
19,2020-09-05,2020-09-12,240.0,335.24,98.61738613423404,147.88,387.88,49.26261386576596,52.639999999999986,3.3773861342340297
20,2020-09-05,2020-09-12,250.0,335.24,88.87548899496059,137.88,387.88,49.004511005039404,52.639999999999986,3.635488994960582
21,2020-09-05,2020-09-12,260.0,335.24,79.25578250199288,127.88,387.88,48.62421749800711,52.639999999999986,4.015782501992874
22,2020-09-05,2020-09-12,270.0,335.24,69.83821760094321,117.88,387.88,48.041782399056785,52.639999999999986,4.598217600943201
23,2020-09-05,2020-09-12,280.0,335.24,60.72610331892267,107.88,387.88,47.15389668107733,52.639999999999986,5.486103318922659
24,2020-09-05,2020-09-12,290.0,335.24,52.03934880945687,97.88,387.88,45.84065119054313,52.639999999999986,6.799348809456859
25,2020-09-05,2020-09-12,300.0,335.24,43.90277267681472,87.88,387.88,43.977227323185275,52.639999999999986,8.662772676814711
26,2020-09-05,2020-09-12,310.0,335.24,36.431759056767476,77.88,387.88,41.44824094323252,52.639999999999986,11.191759056767467
27,2020-09-05,2020-09-12,320.0,335.24,29.71841310705696,67.88,387.88,38.161586892943035,52.639999999999986,14.478413107056952
28,2020-09-05,2020-09-12,330.0,335.24,23.82117098152554,57.879999999999995,387.88,34.058829018474455,52.639999999999986,18.58117098152553
29,2020-09-05,2020-09-12,340.0,335.24,18.759735217949583,47.879999999999995,387.88,29.120264782050413,47.879999999999995,23.519735217949574
30,2020-09-05,2020-09-12,350.0,335.24,14.515735767100779,37.879999999999995,387.88,23.364264232899217,37.879999999999995,29.27573576710074
31,2020-09-05,2020-09-12,360.0,335.24,11.038197327486728,27.879999999999995,387.88,16.841802672513268,27.879999999999995,35.79819732748672
32,2020-09-05,2020-09-12,370.0,335.24,8.252081172302354,17.879999999999995,387.88,9.627918827697641,17.879999999999995,43.01208117230237
33,2020-09-05,2020-09-12,380.0,335.24,6.067960137948873,7.8799999999999955,387.88,1.8120398620511224,7.8799999999999955,50.82796013794888
34,2020-09-05,2020-09-12,390.0,335.24,4.391163170797725,0.0,387.88,-4.391163170797725,0.0,4.391163170797725
35,2020-09-05,2020-09-12,400.0,335.24,3.1292726101713413,0.0,387.88,-3.1292726101713413,0.0,3.1292726101713413
36,2020-09-05,2020-09-12,410.0,335.24,2.1974566807171385,0.0,387.88,-2.1974566807171385,0.0,2.1974566807171385
37,2020-09-05,2020-09-12,420.0,335.24,1.5216195245432047,0.0,387.88,-1.5216195245432047,0.0,1.5216195245432047
38,2020-09-05,2020-09-12,430.0,335.24,1.039681266438329,0.0,387.88,-1.039681266438329,0.0,1.039681266438329
39,2020-09-05,2020-09-12,440.0,335.24,0.7014580196185545,0.0,387.88,-0.7014580196185545,0.0,0.7014580196185545
40,2020-09-05,2020-09-12,450.0,335.24,0.46763317666783166,0.0,387.88,-0.46763317666783166,0.0,0.46763317666783166
41,2020-09-05,2020-09-12,460.0,335.24,0.30824732605113425,0.0,387.88,-0.30824732605113425,0.0,0.30824732605113425
42,2020-09-05,2020-09-12,470.0,335.24,0.20103117778325608,0.0,387.88,-0.20103117778325608,0.0,0.20103117778325608
43,2020-09-05,2020-09-12,480.0,335.24,0.12979787053162228,0.0,387.88,-0.12979787053162228,0.0,0.12979787053162228
44,2020-09-05,2020-09-12,490.0,335.24,0.08301778044895558,0.0,387.88,-0.08301778044895558,0.0,0.08301778044895558
45,2020-09-05,2020-09-12,500.0,335.24,0.052628661034014756,0.0,387.88,-0.052628661034014756,0.0,0.052628661034014756
46,2020-09-05,2020-09-12,510.0,335.24,0.03308705469412143,0.0,387.88,-0.03308705469412143,0.0,0.03308705469412143
