,sdate,edate,strike,spot,soptprice,eoptprice,endethprice,buyerprofit,oppcost,truelpprofit
0,2020-12-19,2020-12-26,225.0,658.7,437.76219775037,411.07000000000005,636.07,-26.692197750369928,0.0,4.062197750369933
1,2020-12-19,2020-12-26,240.0,658.7,423.03301093372863,396.07000000000005,636.07,-26.963010933728583,0.0,4.333010933728588
2,2020-12-19,2020-12-26,255.0,658.7,408.3038241171025,381.07000000000005,636.07,-27.233824117102472,0.0,4.6038241171024765
3,2020-12-19,2020-12-26,270.0,658.7,393.57463730074556,366.07000000000005,636.07,-27.504637300745514,0.0,4.874637300745519
4,2020-12-19,2020-12-26,285.0,658.7,378.84545048783036,351.07000000000005,636.07,-27.775450487830312,0.0,5.145450487830317
5,2020-12-19,2020-12-26,300.0,658.7,364.1162637084043,336.07000000000005,636.07,-28.04626370840424,0.0,5.416263708404244
6,2020-12-19,2020-12-26,315.0,658.7,349.38707718508465,321.07000000000005,636.07,-28.3170771850846,0.0,5.687077185084604
7,2020-12-19,2020-12-26,330.0,658.7,334.6578922444775,306.07000000000005,636.07,-28.587892244477473,0.0,5.957892244477478
8,2020-12-19,2020-12-26,345.0,658.7,319.92871539743504,291.07000000000005,636.07,-28.85871539743499,0.0,6.228715397434996
9,2020-12-19,2020-12-26,360.0,658.7,305.19957350226457,276.07000000000005,636.07,-29.12957350226452,0.0,6.499573502264525
10,2020-12-19,2020-12-26,375.0,658.7,290.470561333086,261.07000000000005,636.07,-29.400561333085932,0.0,6.770561333085936
11,2020-12-19,2020-12-26,390.0,658.7,275.74196934770214,246.07000000000005,636.07,-29.67196934770209,0.0,7.041969347702093
12,2020-12-19,2020-12-26,405.0,658.7,261.0145809961224,231.07000000000005,636.07,-29.94458099612234,0.0,7.314580996122345
13,2020-12-19,2020-12-26,420.0,658.7,246.29027772641973,216.07000000000005,636.07,-30.22027772641968,0.0,7.590277726419686
14,2020-12-19,2020-12-26,435.0,658.7,231.57312311620132,201.07000000000005,636.07,-30.503123116201266,0.0,7.8731231162012705
15,2020-12-19,2020-12-26,450.0,658.7,216.87108037340897,186.07000000000005,636.07,-30.801080373408922,0.0,8.171080373408927
16,2020-12-19,2020-12-26,465.0,658.7,202.19841762937125,171.07000000000005,636.07,-31.1284176293712,0.0,8.498417629371204
17,2020-12-19,2020-12-26,480.0,658.7,187.57866581207696,156.07000000000005,636.07,-31.508665812076913,0.0,8.878665812076918
18,2020-12-19,2020-12-26,495.0,658.7,173.04774922146908,141.07000000000005,636.07,-31.977749221469026,0.0,9.34774922146903
19,2020-12-19,2020-12-26,510.0,658.7,158.6566841608871,126.07000000000005,636.07,-32.586684160887046,0.0,9.95668416088705
20,2020-12-19,2020-12-26,525.0,658.7,144.4731264790742,111.07000000000005,636.07,-33.40312647907416,0.0,10.773126479074165
21,2020-12-19,2020-12-26,540.0,658.7,130.58111259526743,96.07000000000005,636.07,-34.51111259526738,0.0,11.881112595267382
22,2020-12-19,2020-12-26,555.0,658.7,117.07859366646375,81.07000000000005,636.07,-36.008593666463696,0.0,13.3785936664637
23,2020-12-19,2020-12-26,570.0,658.7,104.07275698295803,66.07000000000005,636.07,-38.002756982957976,0.0,15.37275698295798
24,2020-12-19,2020-12-26,585.0,658.7,91.67356191844738,51.07000000000005,636.07,-40.603561918447326,0.0,17.97356191844733
25,2020-12-19,2020-12-26,600.0,658.7,79.9862761906333,36.07000000000005,636.07,-43.916276190633255,0.0,21.28627619063326
26,2020-12-19,2020-12-26,615.0,658.7,69.10399311307646,21.07000000000005,636.07,-48.033993113076406,0.0,25.40399311307641
27,2020-12-19,2020-12-26,630.0,658.7,59.101103699238365,6.07000000000005,636.07,-53.031103699238315,0.0,30.40110369923832
28,2020-12-19,2020-12-26,645.0,658.7,50.0285065876696,0.0,636.07,-50.0285065876696,0.0,41.0985065876697
29,2020-12-19,2020-12-26,660.0,658.7,41.91102440126451,0.0,636.07,-41.91102440126451,0.0,41.91102440126451
30,2020-12-19,2020-12-26,675.0,658.7,34.747137501105215,0.0,636.07,-34.747137501105215,0.0,34.747137501105215
31,2020-12-19,2020-12-26,690.0,658.7,28.51082082935949,0.0,636.07,-28.51082082935949,0.0,28.51082082935949
32,2020-12-19,2020-12-26,705.0,658.7,23.15503055268681,0.0,636.07,-23.15503055268681,0.0,23.15503055268681
33,2020-12-19,2020-12-26,720.0,658.7,18.616259270072646,0.0,636.07,-18.616259270072646,0.0,18.616259270072646
34,2020-12-19,2020-12-26,735.0,658.7,14.81955906099725,0.0,636.07,-14.81955906099725,0.0,14.81955906099725
35,2020-12-19,2020-12-26,750.0,658.7,11.683498509848732,0.0,636.07,-11.683498509848732,0.0,11.683498509848732
36,2020-12-19,2020-12-26,765.0,658.7,9.12464134750212,0.0,636.07,-9.12464134750212,0.0,9.12464134750212
37,2020-12-19,2020-12-26,780.0,658.7,7.061278190474084,0.0,636.07,-7.061278190474084,0.0,7.061278190474084
38,2020-12-19,2020-12-26,795.0,658.7,5.416282358413241,0.0,636.07,-5.416282358413241,0.0,5.416282358413241
39,2020-12-19,2020-12-26,810.0,658.7,4.119077918407427,0.0,636.07,-4.119077918407427,0.0,4.119077918407427
40,2020-12-19,2020-12-26,825.0,658.7,3.1067939413282915,0.0,636.07,-3.1067939413282915,0.0,3.1067939413282915
41,2020-12-19,2020-12-26,840.0,658.7,2.3247319681905623,0.0,636.07,-2.3247319681905623,0.0,2.3247319681905623
42,2020-12-19,2020-12-26,855.0,658.7,1.726297560954194,0.0,636.07,-1.726297560954194,0.0,1.726297560954194
43,2020-12-19,2020-12-26,870.0,658.7,1.2725480306234616,0.0,636.07,-1.2725480306234616,0.0,1.2725480306234616
44,2020-12-19,2020-12-26,885.0,658.7,0.9314942858907393,0.0,636.07,-0.9314942858907393,0.0,0.9314942858907393
