Date,Rrate,ethvix,spot
2022-02-23,1.99,0.8331000000000001,2580.97
2022-02-24,1.96,0.9588,2597.94
2022-02-25,1.97,0.8412000000000001,2769.0
2022-02-26,1.97,0.8154,2780.32
2022-02-27,1.97,0.8674,2617.32
2022-02-28,1.83,0.8876000000000001,2919.85
2022-03-01,1.72,0.8595999999999999,2976.59
2022-03-02,1.86,0.8382999999999999,2948.63
2022-03-03,1.86,0.8409,2833.71
2022-03-04,1.74,0.8576,2622.51
2022-03-05,1.74,0.8486,2666.18
2022-03-06,1.74,0.8469,2552.58
2022-03-07,1.78,0.8631,2496.67
2022-03-08,1.86,0.9102,2579.18
2022-03-09,1.94,0.8824,2733.05
2022-03-10,1.98,0.9024,2608.64
2022-03-11,2.0,0.8758,2557.57
2022-03-12,2.0,0.8878,2569.87
2022-03-13,2.0,0.8883,2516.83
2022-03-14,2.14,0.8981999999999999,2591.45
2022-03-15,2.15,0.9192,2619.61
2022-03-16,2.19,0.8911,2775.15
2022-03-17,2.2,0.8384,2816.26
