,sdate,edate,strike,spot,soptprice,eoptprice,endethprice,buyerprofit,oppcost,truelpprofit
0,2021-12-18,2021-12-25,2220.0,3961.96,1801.1875954466386,1889.25,4109.25,88.06240455336138,147.28999999999996,59.22759544663859
1,2021-12-18,2021-12-25,2280.0,3961.96,1742.7893932016682,1829.25,4109.25,86.46060679833181,147.28999999999996,60.829393201668154
2,2021-12-18,2021-12-25,2340.0,3961.96,1684.3924865115691,1769.25,4109.25,84.85751348843087,147.28999999999996,62.432486511569095
3,2021-12-18,2021-12-25,2400.0,3961.96,1625.998176522934,1709.25,4109.25,83.25182347706595,147.28999999999996,64.03817652293401
4,2021-12-18,2021-12-25,2460.0,3961.96,1567.608819142919,1649.25,4109.25,81.64118085708105,147.28999999999996,65.64881914291891
5,2021-12-18,2021-12-25,2520.0,3961.96,1509.2284789962218,1589.25,4109.25,80.02152100377816,147.28999999999996,67.2684789962218
6,2021-12-18,2021-12-25,2580.0,3961.96,1450.8638572545187,1529.25,4109.25,78.38614274548127,147.28999999999996,68.9038572545187
7,2021-12-18,2021-12-25,2640.0,3961.96,1392.5255385826426,1469.25,4109.25,76.72446141735736,147.28999999999996,70.5655385826426
8,2021-12-18,2021-12-25,2700.0,3961.96,1334.2295785980482,1409.25,4109.25,75.02042140195181,147.28999999999996,72.26957859804816
9,2021-12-18,2021-12-25,2760.0,3961.96,1275.9994160750716,1349.25,4109.25,73.25058392492838,147.28999999999996,74.03941607507159
10,2021-12-18,2021-12-25,2820.0,3961.96,1217.868046037955,1289.25,4109.25,71.38195396204492,147.28999999999996,75.90804603795505
11,2021-12-18,2021-12-25,2880.0,3961.96,1159.8803361582818,1229.25,4109.25,69.3696638417182,147.28999999999996,77.92033615828177
12,2021-12-18,2021-12-25,2940.0,3961.96,1102.0953171150636,1169.25,4109.25,67.15468288493639,147.28999999999996,80.13531711506357
13,2021-12-18,2021-12-25,3000.0,3961.96,1044.5882365326374,1109.25,4109.25,64.66176346736256,147.28999999999996,82.6282365326374
14,2021-12-18,2021-12-25,3060.0,3961.96,987.4521440539866,1049.25,4109.25,61.79785594601344,147.28999999999996,85.49214405398652
15,2021-12-18,2021-12-25,3120.0,3961.96,930.7987781814613,989.25,4109.25,58.45122181853867,147.28999999999996,88.8387781814613
16,2021-12-18,2021-12-25,3180.0,3961.96,874.758556423867,929.25,4109.25,54.49144357613295,147.28999999999996,92.79855642386701
17,2021-12-18,2021-12-25,3240.0,3961.96,819.4795275960869,869.25,4109.25,49.77047240391312,147.28999999999996,97.51952759608685
18,2021-12-18,2021-12-25,3300.0,3961.96,765.125223350622,809.25,4109.25,44.124776649377964,147.28999999999996,103.165223350622
19,2021-12-18,2021-12-25,3360.0,3961.96,711.87143650077,749.25,4109.25,37.37856349923004,147.28999999999996,109.91143650076992
20,2021-12-18,2021-12-25,3420.0,3961.96,659.9020459252438,689.25,4109.25,29.347954074756217,147.28999999999996,117.94204592524375
21,2021-12-18,2021-12-25,3480.0,3961.96,609.4040911487132,629.25,4109.25,19.845908851286822,147.28999999999996,127.44409114871314
22,2021-12-18,2021-12-25,3540.0,3961.96,560.5623647943312,569.25,4109.25,8.687635205668812,147.28999999999996,138.60236479433115
23,2021-12-18,2021-12-25,3600.0,3961.96,513.553831359502,509.25,4109.25,-4.303831359502055,147.28999999999996,151.59383135950202
24,2021-12-18,2021-12-25,3660.0,3961.96,468.54219288864124,449.25,4109.25,-19.29219288864124,147.28999999999996,166.5821928886412
25,2021-12-18,2021-12-25,3720.0,3961.96,425.67290632689173,389.25,4109.25,-36.422906326891734,147.28999999999996,183.7129063268917
26,2021-12-18,2021-12-25,3780.0,3961.96,385.0689169915854,329.25,4109.25,-55.81891699158541,147.28999999999996,203.10891699158537
27,2021-12-18,2021-12-25,3840.0,3961.96,346.8273134202973,269.25,4109.25,-77.57731342029729,147.28999999999996,224.86731342029725
28,2021-12-18,2021-12-25,3900.0,3961.96,311.01703796606535,209.25,4109.25,-101.76703796606535,147.28999999999996,249.0570379660653
29,2021-12-18,2021-12-25,3960.0,3961.96,277.67771240908405,149.25,4109.25,-128.42771240908405,147.28999999999996,275.717712409084
30,2021-12-18,2021-12-25,4020.0,3961.96,246.81956551018425,89.25,4109.25,-157.56956551018425,89.25,304.85956551018444
31,2021-12-18,2021-12-25,4080.0,3961.96,218.42438559919742,29.25,4109.25,-189.17438559919742,29.25,336.46438559919716
32,2021-12-18,2021-12-25,4140.0,3961.96,192.44737008797597,0.0,4109.25,-192.44737008797597,0.0,192.44737008797597
33,2021-12-18,2021-12-25,4200.0,3961.96,168.81970754994722,0.0,4109.25,-168.81970754994722,0.0,168.81970754994722
34,2021-12-18,2021-12-25,4260.0,3961.96,147.45170733119062,0.0,4109.25,-147.45170733119062,0.0,147.45170733119062
35,2021-12-18,2021-12-25,4320.0,3961.96,128.2362857100518,0.0,4109.25,-128.2362857100518,0.0,128.2362857100518
36,2021-12-18,2021-12-25,4380.0,3961.96,111.05262446187385,0.0,4109.25,-111.05262446187385,0.0,111.05262446187385
37,2021-12-18,2021-12-25,4440.0,3961.96,95.76983467032574,0.0,4109.25,-95.76983467032574,0.0,95.76983467032574
38,2021-12-18,2021-12-25,4500.0,3961.96,82.25048279773137,0.0,4109.25,-82.25048279773137,0.0,82.25048279773137
39,2021-12-18,2021-12-25,4560.0,3961.96,70.3538644369878,0.0,4109.25,-70.3538644369878,0.0,70.3538644369878
40,2021-12-18,2021-12-25,4620.0,3961.96,59.9389411370571,0.0,4109.25,-59.9389411370571,0.0,59.9389411370571
41,2021-12-18,2021-12-25,4680.0,3961.96,50.86688497749856,0.0,4109.25,-50.86688497749856,0.0,50.86688497749856
42,2021-12-18,2021-12-25,4740.0,3961.96,43.003202444333965,0.0,4109.25,-43.003202444333965,0.0,43.003202444333965
43,2021-12-18,2021-12-25,4800.0,3961.96,36.21943245192824,0.0,4109.25,-36.21943245192824,0.0,36.21943245192824
44,2021-12-18,2021-12-25,4860.0,3961.96,30.394432395671174,0.0,4109.25,-30.394432395671174,0.0,30.394432395671174
45,2021-12-18,2021-12-25,4920.0,3961.96,25.415280680674243,0.0,4109.25,-25.415280680674243,0.0,25.415280680674243
46,2021-12-18,2021-12-25,4980.0,3961.96,21.177834375957445,0.0,4109.25,-21.177834375957445,0.0,21.177834375957445
47,2021-12-18,2021-12-25,5040.0,3961.96,17.586986871505133,0.0,4109.25,-17.586986871505133,0.0,17.586986871505133
48,2021-12-18,2021-12-25,5100.0,3961.96,14.556673211197676,0.0,4109.25,-14.556673211197676,0.0,14.556673211197676
49,2021-12-18,2021-12-25,5160.0,3961.96,12.009670766720092,0.0,4109.25,-12.009670766720092,0.0,12.009670766720092
50,2021-12-18,2021-12-25,5220.0,3961.96,9.877240753941976,0.0,4109.25,-9.877240753941976,0.0,9.877240753941976
51,2021-12-18,2021-12-25,5280.0,3961.96,8.098652391622466,0.0,4109.25,-8.098652391622466,0.0,8.098652391622466
52,2021-12-18,2021-12-25,5340.0,3961.96,6.620626817085778,0.0,4109.25,-6.620626817085778,0.0,6.620626817085778
53,2021-12-18,2021-12-25,5400.0,3961.96,5.396732675951256,0.0,4109.25,-5.396732675951256,0.0,5.396732675951256
54,2021-12-18,2021-12-25,5460.0,3961.96,4.386759973277037,0.0,4109.25,-4.386759973277037,0.0,4.386759973277037
55,2021-12-18,2021-12-25,5520.0,3961.96,3.5560936011702893,0.0,4109.25,-3.5560936011702893,0.0,3.5560936011702893
56,2021-12-18,2021-12-25,5580.0,3961.96,2.8751031487013208,0.0,4109.25,-2.8751031487013208,0.0,2.8751031487013208
57,2021-12-18,2021-12-25,5640.0,3961.96,2.3185612861225877,0.0,4109.25,-2.3185612861225877,0.0,2.3185612861225877
58,2021-12-18,2021-12-25,5700.0,3961.96,1.865099268192445,0.0,4109.25,-1.865099268192445,0.0,1.865099268192445
